MeSH_Compound:D013015	-drug_participates_in_pathway->	Reactome_Pathway:R-HSA-390696
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:P36954	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:Q15544	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P20226	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:P41208	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q12996	located_in	cellular_component:0005654
UniProt:Q969V6	located_in	cellular_component:0005654
UniProt:Q969V6	located_in	cellular_component:0005654
UniProt:Q969V6	located_in	cellular_component:0005654
UniProt:Q969V6	located_in	cellular_component:0005654
UniProt:Q969V6	located_in	cellular_component:0005654
UniProt:Q969V6	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:Q9UJU2	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:P09874	located_in	cellular_component:0005654
UniProt:E9PKD4	is_active_in	cellular_component:0005654
UniProt:P10827	located_in	cellular_component:0005654
UniProt:P10827	located_in	cellular_component:0005654
UniProt:P10827	located_in	cellular_component:0005654
UniProt:P10827	located_in	cellular_component:0005654
UniProt:O75832	located_in	cellular_component:0005654
UniProt:O75832	located_in	cellular_component:0005654
UniProt:O75832	located_in	cellular_component:0005654
UniProt:O75832	located_in	cellular_component:0005654
UniProt:O75832	located_in	cellular_component:0005654
UniProt:O75832	located_in	cellular_component:0005654
UniProt:O75832	located_in	cellular_component:0005654
UniProt:O75832	located_in	cellular_component:0005654
UniProt:O75832	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P35251	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:P19447	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q9Y253	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q07955	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q13315	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:Q5VWG9	located_in	cellular_component:0005654
UniProt:P63162	located_in	cellular_component:0005654
UniProt:P63162	located_in	cellular_component:0005654
UniProt:P63162	located_in	cellular_component:0005654
UniProt:P63162	located_in	cellular_component:0005654
UniProt:P63162	located_in	cellular_component:0005654
UniProt:P63162	located_in	cellular_component:0005654
UniProt:P63162	located_in	cellular_component:0005654
UniProt:P63162	located_in	cellular_component:0005654
UniProt:Q6PI26	is_active_in	cellular_component:0005654
UniProt:Q13868	located_in	cellular_component:0005654
UniProt:Q13868	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:Q15329	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P15976	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:P61088	located_in	cellular_component:0005654
UniProt:Q04724	located_in	cellular_component:0005654
UniProt:Q04724	located_in	cellular_component:0005654
UniProt:Q04724	located_in	cellular_component:0005654
UniProt:Q04724	located_in	cellular_component:0005654
UniProt:Q04724	located_in	cellular_component:0005654
UniProt:Q04724	located_in	cellular_component:0005654
UniProt:Q04724	located_in	cellular_component:0005654
UniProt:Q04724	located_in	cellular_component:0005654
UniProt:Q04724	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q3B726	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q13619	located_in	cellular_component:0005654
UniProt:Q14694	located_in	cellular_component:0005654
UniProt:Q14694	located_in	cellular_component:0005654
UniProt:Q14694	located_in	cellular_component:0005654
UniProt:Q14694	located_in	cellular_component:0005654
UniProt:Q9ULW0	located_in	cellular_component:0005654
UniProt:Q9ULW0	located_in	cellular_component:0005654
UniProt:Q9Y6J0	located_in	cellular_component:0005654
UniProt:Q9Y6J0	located_in	cellular_component:0005654
UniProt:Q9Y6J0	located_in	cellular_component:0005654
UniProt:Q8NAV1	located_in	cellular_component:0005654
UniProt:Q8NAV1	located_in	cellular_component:0005654
UniProt:Q8NAV1	located_in	cellular_component:0005654
UniProt:Q16630	located_in	cellular_component:0005654
UniProt:Q16630	located_in	cellular_component:0005654
UniProt:Q16630	located_in	cellular_component:0005654
UniProt:Q16630	located_in	cellular_component:0005654
UniProt:Q16630	located_in	cellular_component:0005654
UniProt:Q16630	located_in	cellular_component:0005654
UniProt:Q16630	located_in	cellular_component:0005654
